sample	samples	RNAss	FOXM1	AKT_PATHWAY	ALK_PATHWAY	BRCA_ATR_PATHWAY	CASPASE_CASCADE_(APOPTOSIS)	CTLA4_PATHWAY	PD1_SIGNALING	PI3K_CASCADE	PTEN_PATHWAY	RAS_PATHWAY	RB_PATHWAY	Subtype_Immune_Model_Based	cancer type abbreviation
TCGA-BH-A1F2-01	TCGA-BH-A1F2-01	0.337541	9.69	-2.8281	0.6486	0.3918	0.7764	-0.8877	-0.6372	-1.0935	0.8131	1.1445	-0.5689	Lymphocyte Depleted (Immune C4)	BRCA
TCGA-CU-A3YL-01	TCGA-CU-A3YL-01	0.337474	10.16	1.6598	-0.7347	-0.5397	0.507	-0.0691	0.4113	-0.4763	-0.5063	-0.8606	-0.0002	Inflammatory (Immune C3)	BLCA
TCGA-A7-A0D9-01	TCGA-A7-A0D9-01	0.337451	7.67	0.6707	0.2488	0.9564	-0.3638	-0.8346	3.0907	-0.9515	1.3851	0.9149	0.4549	Wound Healing (Immune C1)	BRCA
TCGA-C8-A26Z-01	TCGA-C8-A26Z-01	0.33744	9.92	0.6895	-0.1019	-0.6274	0.2815	-0.9499	-0.4286	-0.8512	-0.0834	1.1017	0.2772	Wound Healing (Immune C1)	BRCA
TCGA-D1-A16E-01	TCGA-D1-A16E-01	0.337362	9.83	0.7884	0.2283	-0.5556	0.354	0.2547	0.0812	0.1473	-0.1707	-0.0229	0.2981	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-55-8203-01	TCGA-55-8203-01	0.337346	9.47	0.2741	0.4151	0.3473	0.0098	0.7865	0.1401	0.8154	-0.1538	-0.0045	0.1301	Inflammatory (Immune C3)	LUAD
TCGA-G3-A7M8-01	TCGA-G3-A7M8-01	0.337297	6.52	-0.3726	0.184	-0.7071	-0.9987	-0.5659	-1.2703	-0.7352	-0.3294	-0.7132	-1.1899	Lymphocyte Depleted (Immune C4)	LIHC
TCGA-IB-A5SP-01	TCGA-IB-A5SP-01	0.337273	8.32	0.5754	0.0549	0.7152	-0.6486	0.4005	0.8271	-0.1434	0.8276	-0.1364	1.6607	TGF-beta Dominant (Immune C6)	PAAD
TCGA-A2-A0T5-01	TCGA-A2-A0T5-01	0.337238	9.14	-2.0034	0.5876	0.2395	0.4495	-0.3289	0.6156	-0.2903	0.5739	0.7351	0.0374	Wound Healing (Immune C1)	BRCA
TCGA-E1-A7YU-01	TCGA-E1-A7YU-01	0.337146	7.78	0.9416	-0.0404	0.8071	-1.4133	-2.1202	0.1748	-2.2392	1.0215	-0.5772	0.832	Immunologically Quiet (Immune C5)	LGG
TCGA-KV-A74V-01	TCGA-KV-A74V-01	0.337142	5.79	1.3205	-1.9463	-0.933	-1.7877	-0.6679	-0.2189	-0.1654	-0.4041	-0.8183	-1.6904	Inflammatory (Immune C3)	KIRP
TCGA-DB-A75O-01	TCGA-DB-A75O-01	0.337135	5.58	0.1163	0.4975	0.9018	-1.958	-2.1832	-0.3972	-1.4543	0.8059	-0.3337	1.7771	Immunologically Quiet (Immune C5)	LGG
TCGA-G3-A5SK-01	TCGA-G3-A5SK-01	0.33712	4.93	-1.6199	1.8312	-0.6225	-2.4559	0.3788	-2.346	-0.0437	-0.0559	-0.371	-0.4184	Lymphocyte Depleted (Immune C4)	LIHC
TCGA-5P-A9K8-01	TCGA-5P-A9K8-01	0.337079	6.68	-0.121	-0.3182	-1.1721	-1.3591	-1.3633	-2.685	-0.1037	0.217	-0.3929	0.7268	Immunologically Quiet (Immune C5)	KIRP
TCGA-P5-A5EY-01	TCGA-P5-A5EY-01	0.337041	6.58	-0.4528	0.1249	0.4233	-2.3912	-1.1166	-0.4725	-0.6492	1.2645	0.3392	1.0969	Immunologically Quiet (Immune C5)	LGG
TCGA-G9-6377-01	TCGA-G9-6377-01	0.337025	6.42	0.2132	0.0029	-0.9028	-1.3235	-0.4021	-0.0981	-0.2794	0.1978	-0.8701	-0.5236	Wound Healing (Immune C1)	PRAD
TCGA-EM-A1YA-01	TCGA-EM-A1YA-01	0.337005	6.34	0.721	-0.0276	-0.0753	-0.6278	-1.2128	0.4138	-0.8429	-0.0699	-0.4651	-0.4288	Inflammatory (Immune C3)	THCA
TCGA-CH-5769-01	TCGA-CH-5769-01	0.336972	9.35	0.4501	0.1611	0.3012	0.2256	-0.0597	-0.4325	-0.6275	0.6395	-0.1125	-0.5459	Wound Healing (Immune C1)	PRAD
TCGA-55-A490-01	TCGA-55-A490-01	0.336968	10.12	-0.9067	-0.4898	0.1021	-1.1393	-0.1818	0.82	0.5954	0.6636	0.7765	0.303	Wound Healing (Immune C1)	LUAD
TCGA-HT-8013-01	TCGA-HT-8013-01	0.336962	8.9	0.4095	0.4113	1.3497	-0.4396	-1.6675	0.7778	-1.1011	1.0769	-0.4223	1.4579	Immunologically Quiet (Immune C5)	LGG
TCGA-CV-7236-01	TCGA-CV-7236-01	0.336949	10.7	-1.1862	0.5575	0.6245	0.6462	0.3741	0.6732	0.0533	-0.3839	0.4921	1.1017	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-NG-A4VU-01	TCGA-NG-A4VU-01	0.336947	9.95	-0.1383	0.7586	2.5799	0.5232	-1.4077	1.3719	-1.3123	2.0159	0.0882	0.8334	Lymphocyte Depleted (Immune C4)	UCS
TCGA-BH-A8FY-01	TCGA-BH-A8FY-01	0.336931	8.75	-2.3077	-0.6346	-1.3556	0.1185	-1.4503	0.2055	-0.9515	-0.1075	-1.2476	-1.3168	Lymphocyte Depleted (Immune C4)	BRCA
TCGA-DD-AAC9-01	TCGA-DD-AAC9-01	0.336896	6.69	-0.6354	-0.2477	-0.6237	-2.3189	-0.0963	-0.8794	0.2665	-0.3279	-1.4294	-1.5579	Inflammatory (Immune C3)	LIHC
TCGA-KN-8433-01	TCGA-KN-8433-01	0.336838	6.4	1.2926	-0.0452	-1.9355	-1.8177	-0.572	-0.6919	-0.1407	-0.3969	-0.0816	-0.0929	Inflammatory (Immune C3)	KICH
TCGA-IB-A7M4-01	TCGA-IB-A7M4-01	0.336837	9.82	1.2008	-0.2977	1.0022	0.3287	0.2931	3.0378	0.6594	0.9313	0.7003	1.1247	IFN-gamma Dominant (Immune C2)	PAAD
TCGA-BS-A0UJ-01	TCGA-BS-A0UJ-01	0.336825	6.81	0.9832	-1.2664	-1.5651	-0.1901	-0.2338	-0.1878	0.473	0.1326	-1.7431	-0.8073	Inflammatory (Immune C3)	UCEC
TCGA-CS-6290-01	TCGA-CS-6290-01	0.336802	5.32	0.1716	0.7138	1.4294	-1.6197	-1.4138	-0.0992	-0.3199	0.7601	-0.0538	2.0287	Lymphocyte Depleted (Immune C4)	LGG
TCGA-D8-A1X7-01	TCGA-D8-A1X7-01	0.336778	8.92	0.6195	0.3493	0.4615	0.5318	-0.59	-0.9973	-0.5119	0.3564	0.4647	-0.3898	Wound Healing (Immune C1)	BRCA
TCGA-DU-7019-01	TCGA-DU-7019-01	0.336769	5.72	-0.2889	0.2826	1.1708	-1.6634	-1.0756	-1.2285	-0.9817	1.0851	0.5459	0.6633	Immunologically Quiet (Immune C5)	LGG
TCGA-BQ-7051-01	TCGA-BQ-7051-01	0.336693	5.17	1.9682	-0.4902	-0.5859	-0.4531	-1.0157	-0.8151	-1.4603	0.1201	0.3357	-0.578	Inflammatory (Immune C3)	KIRP
TCGA-F2-A7TX-01	TCGA-F2-A7TX-01	0.336622	10.69	-0.1571	0.5523	1.1128	0.47	1.1566	1.1519	1.0699	1.7854	1.0673	0.7588	IFN-gamma Dominant (Immune C2)	PAAD
TCGA-X8-AAAR-01	TCGA-X8-AAAR-01	0.336616	8.54	0.2132	0.1549	0.8871	0.0303	0.561	0.213	0.2282	0.8353	0.1923	0.0033	IFN-gamma Dominant (Immune C2)	ESCA
TCGA-HT-7609-01	TCGA-HT-7609-01	0.336593	6.02	0.4501	0.4951	1.2761	-1.5142	-2.1957	-0.4382	-1.3637	1.2973	0.3965	1.1672	Immunologically Quiet (Immune C5)	LGG
TCGA-G3-A25Y-01	TCGA-G3-A25Y-01	0.336551	10.03	-1.7224	0.5194	0.3039	-0.0055	0.1643	-0.5247	0.2456	0.8994	-0.1962	-0.4957	IFN-gamma Dominant (Immune C2)	LIHC
TCGA-43-3920-01	TCGA-43-3920-01	0.336441	9.78	-3.3054	-0.1758	0.7671	0.7365	1.0662	0.8439	0.7944	0.8536	-0.4109	0.0319	Wound Healing (Immune C1)	LUSC
TCGA-BH-A0AU-01	TCGA-BH-A0AU-01	0.33642	10.62	-2.4193	0.5923	-0.0091	0.3413	0.2014	0.6496	0.3331	0.8613	1.5071	0.8383	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-TM-A84O-01	TCGA-TM-A84O-01	0.336381	8.32	0.163	-0.8128	1.197	-1.2426	-1.8724	-0.2028	-1.031	1.198	-0.7799	-0.2476	Immunologically Quiet (Immune C5)	LGG
TCGA-DU-A76K-01	TCGA-DU-A76K-01	0.336253	8.91	0.3831	-0.5688	1.5158	-1.1352	-2.1578	0.3531	-1.7924	1.0557	-1.2212	-0.5634	Lymphocyte Depleted (Immune C4)	LGG
TCGA-AC-A8OR-01	TCGA-AC-A8OR-01	0.33625	8.39	0.5581	-0.5889	-0.2573	-0.4121	-1.5	-0.3514	-0.7207	-0.0931	-0.7894	-0.102	Lymphocyte Depleted (Immune C4)	BRCA
TCGA-80-5607-01	TCGA-80-5607-01	0.336246	9.38	-0.4655	0.7448	0.4233	0.2763	1.4177	0.7564	1.0425	-0.122	-0.1449	0.2786	IFN-gamma Dominant (Immune C2)	LUAD
TCGA-W5-AA2R-01	TCGA-W5-AA2R-01	0.336221	8.08	0.9081	1.3699	0.6102	-0.1051	0.6381	0.3795	0.9282	0.4939	0.6599	-0.5201	Inflammatory (Immune C3)	CHOL
TCGA-16-0846-01	TCGA-16-0846-01	0.336219	9.51	-0.0252	0.102	1.7143	-0.8606	-0.4933	-0.4225	-0.0154	0.6086	-0.5433	0.5922	Lymphocyte Depleted (Immune C4)	GBM
TCGA-3X-AAVE-01	TCGA-3X-AAVE-01	0.336199	10.56	-0.2098	0.1945	0.5986	0.4385	0.7554	0.2638	0.9536	0.6212	0.3805	-0.3612	IFN-gamma Dominant (Immune C2)	CHOL
TCGA-E9-A1RC-01	TCGA-E9-A1RC-01	0.336198	9.73	-0.1099	0.275	-0.5172	0.6033	-1.4825	0.5617	-1.5192	-0.1312	1.0614	-0.0706	Wound Healing (Immune C1)	BRCA
TCGA-NK-A5CT-01	TCGA-NK-A5CT-01	0.336193	11.03	1.3854	-1.3774	-0.4677	0.1007	0.9509	0.7518	-0.1104	-1.02	-0.5912	0.4271	Wound Healing (Immune C1)	LUSC
TCGA-44-2656-01	TCGA-44-2656-01	0.336186	8.42	-0.681	0.7296	-0.0301	0.0665	1.7491	0.7464	1.8367	-0.4919	0.6754	0.4975	IFN-gamma Dominant (Immune C2)	LUAD
TCGA-E7-A6MF-01	TCGA-E7-A6MF-01	0.33616	5.72	0.97	1.2985	0.2792	0.1048	-0.1036	0.1609	-0.6375	0.313	0.5922	0.8264	Inflammatory (Immune C3)	BLCA
TCGA-EB-A85I-01	TCGA-EB-A85I-01	0.336152	11.07	0.9467	-1.1883	-1.2203	0.0425	0.3569	-0.6329	0.9068	-2.0915	0.2889	0.4215	IFN-gamma Dominant (Immune C2)	SKCM
TCGA-EB-A3Y6-01	TCGA-EB-A3Y6-01	0.336151	9.78	-0.9849	-0.3673	-0.8091	0.3341	-0.3482	0.4627	-0.2011	-0.9322	0.6246	-0.095	Wound Healing (Immune C1)	SKCM
TCGA-JY-A93E-01	TCGA-JY-A93E-01	0.336135	9.68	0.8163	1.0564	1.2086	0.7942	2.0018	-0.6776	0.8927	0.531	0.6829	0.8236	Inflammatory (Immune C3)	ESCA
TCGA-DS-A7WH-01	TCGA-DS-A7WH-01	0.336133	11.46	-1.8791	-0.2201	0.1244	0.7174	0.4465	0.0512	-0.4978	-0.4253	-0.0697	0.618	Wound Healing (Immune C1)	CESC
TCGA-EJ-5542-01	TCGA-EJ-5542-01	0.336094	7.01	-0.1566	0.3612	0.1885	-0.2052	-0.4047	-1.385	-0.4692	0.843	0.0792	-0.4386	Inflammatory (Immune C3)	PRAD
TCGA-26-5134-01	TCGA-26-5134-01	0.336075	10.98	0.0849	-1.1368	1.7393	0.5809	-1.4626	-0.0721	-1.0248	0.1688	-1.144	-1.1272	Lymphocyte Depleted (Immune C4)	GBM
TCGA-D9-A3Z4-01	TCGA-D9-A3Z4-01	0.335995	10.13	-1.4211	-0.1657	-0.4756	0.2939	0.5262	2.0071	0.3757	-1.2003	0.0473	-1.1983	IFN-gamma Dominant (Immune C2)	SKCM
TCGA-DU-8166-01	TCGA-DU-8166-01	0.335992	7.2	0.0174	0.4956	1.2963	-1.2326	-1.6275	-0.4404	-1.4679	1.3243	-0.0597	0.8571	Immunologically Quiet (Immune C5)	LGG
TCGA-FI-A2D2-01	TCGA-FI-A2D2-01	0.335942	10.24	1.0192	-0.1143	-0.1184	0.3494	0.0681	0.1326	-0.7407	0.2725	1.288	0.7135	Lymphocyte Depleted (Immune C4)	UCEC
TCGA-BB-A5HU-01	TCGA-BB-A5HU-01	0.335923	10.74	0.3238	0.6247	-0.3596	0.1118	0.0819	2.2611	-0.1816	-1.4887	0.9463	1.0641	Wound Healing (Immune C1)	HNSC
TCGA-L9-A8F4-01	TCGA-L9-A8F4-01	0.33591	9.15	1.6867	0.3269	0.5708	0.8393	1.4054	2.2254	1.3661	0.192	0.9877	0.2061	IFN-gamma Dominant (Immune C2)	LUAD
TCGA-KO-8410-01	TCGA-KO-8410-01	0.335848	6.41	0.4308	0.6486	-0.6836	-1.7718	-0.3618	-0.0638	-0.223	0.8396	0.2964	0.1113	Inflammatory (Immune C3)	KICH
TCGA-KL-8340-01	TCGA-KL-8340-01	0.335842	6.82	0.1975	0.4103	-1.2832	-1.5533	-0.9946	-0.4425	-1.1605	0.2682	-0.7824	0.172	Inflammatory (Immune C3)	KICH
TCGA-UF-A7JV-01	TCGA-UF-A7JV-01	0.335811	11.06	0.2426	0.2288	-0.2427	0.4692	1.1449	0.6975	0.7725	-1.6744	0.0518	1.0892	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-HC-8216-01	TCGA-HC-8216-01	0.335802	6.62	-1.5063	0.1197	0.1518	-0.5461	0.2273	-0.0617	-0.0932	0.4664	0.0568	-0.0204	Inflammatory (Immune C3)	PRAD
TCGA-D1-A17L-01	TCGA-D1-A17L-01	0.335729	8.16	0.9076	-0.475	-1.486	-0.4644	0.025	-0.0435	0.2508	0.0468	-1.0837	-0.7592	Inflammatory (Immune C3)	UCEC
TCGA-W2-A7H5-01	TCGA-W2-A7H5-01	0.335709	8.75	1.2774	-0.5479	-0.5385	0.1674	-1.0492	-1.8915	-0.9231	-0.1524	0.8422	-1.1223	Lymphocyte Depleted (Immune C4)	PCPG
TCGA-DE-A4MD-01	TCGA-DE-A4MD-01	0.335658	4.9	-0.0855	-2.054	-0.697	-1.6642	-1.4875	-0.4265	-0.917	-0.7624	0.4657	-1.8416	Inflammatory (Immune C3)	THCA
TCGA-OR-A5KO-01	TCGA-OR-A5KO-01	0.335601	9.66	1.1983	0.578	-0.984	0.5787	-1.609	0.1984	-3.0452	0.3145	-0.1464	0.5581	Lymphocyte Depleted (Immune C4)	ACC
TCGA-PR-A5PG-01	TCGA-PR-A5PG-01	0.335543	8.53	-0.4518	-1.2869	-0.9132	-0.7511	-1.5376	-1.5311	-1.4354	-0.7663	1.146	-1.5447	Lymphocyte Depleted (Immune C4)	PCPG
TCGA-DU-A7TJ-01	TCGA-DU-A7TJ-01	0.335498	10.75	0.3659	-0.6722	1.4395	0.5836	-1.0481	-1.4707	-0.6952	0.3318	-0.9487	-0.01	Lymphocyte Depleted (Immune C4)	LGG
TCGA-P5-A5EW-01	TCGA-P5-A5EW-01	0.335496	6.46	-0.2499	0.3593	1.1769	-1.6726	-2.1387	-1.0195	-1.9111	1.1767	-0.0488	1.3101	Immunologically Quiet (Immune C5)	LGG
TCGA-34-8455-01	TCGA-34-8455-01	0.335436	10.74	-0.1439	0.0206	0.0447	0.1935	0.6509	0.3102	-0.1757	-0.2252	0.3432	0.6104	Wound Healing (Immune C1)	LUSC
TCGA-C8-A12O-01	TCGA-C8-A12O-01	0.335431	10.51	-0.8205	1.0302	0.3705	0.706	0.3872	0.7471	0.1064	0.1905	1.3527	0.1274	Wound Healing (Immune C1)	BRCA
TCGA-PR-A5PF-01	TCGA-PR-A5PF-01	0.33542	5.26	-1.1583	0.0777	-0.0927	-1.8805	-1.9372	-0.992	-1.424	0.7388	-0.0094	-0.6832	Lymphocyte Depleted (Immune C4)	PCPG
TCGA-77-A5GH-01	TCGA-77-A5GH-01	0.335388	11.08	-1.0863	1.0974	0.4923	1.1937	2.277	1.4655	1.2995	-0.1181	0.3063	0.8752	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-KM-8441-01	TCGA-KM-8441-01	0.335388	6.5	-1.0194	0.3122	-0.9275	-1.7351	-0.3584	-1.2331	0.0352	0.5194	-0.0174	0.825	Inflammatory (Immune C3)	KICH
TCGA-64-5781-01	TCGA-64-5781-01	0.335352	9.67	-0.4208	-0.3154	0.0477	-0.2062	1.2481	-0.3357	1.0863	-1.0354	-0.2634	0.0535	Wound Healing (Immune C1)	LUAD
TCGA-NA-A4QY-01	TCGA-NA-A4QY-01	0.33534	10	-1.0478	-0.2872	1.4373	0.7311	-1.4033	1.4523	-1.3382	1.8442	-0.2111	0.027	Wound Healing (Immune C1)	UCS
TCGA-S9-A6TZ-01	TCGA-S9-A6TZ-01	0.335314	5.22	0.2437	0.4661	1.1063	-1.2663	-1.7195	-0.5104	-1.2129	1.2626	0.4279	1.115	Lymphocyte Depleted (Immune C4)	LGG
TCGA-DU-6405-01	TCGA-DU-6405-01	0.335273	10.53	0.2036	-0.8404	1.6376	0.3071	-1.8466	-0.295	-0.8881	0.6009	-0.8297	-0.0943	Lymphocyte Depleted (Immune C4)	LGG
TCGA-KN-8425-01	TCGA-KN-8425-01	0.335223	6.04	0.5521	0.8153	-1.2219	-1.8258	-0.4097	-0.151	0.1756	0.8864	-0.0139	1.2816	Inflammatory (Immune C3)	KICH
TCGA-D8-A1XG-01	TCGA-D8-A1XG-01	0.335183	8.87	0.0276	0.1392	0.4147	0.5205	-1.4263	-0.3071	-1.1234	0.1978	0.8243	-0.7515	Lymphocyte Depleted (Immune C4)	BRCA
TCGA-06-0686-01	TCGA-06-0686-01	0.335177	11.55	-0.1139	-1.2278	1.1091	-0.1828	-1.6738	0.2723	-0.9128	0.448	-1.1614	0.4396	Lymphocyte Depleted (Immune C4)	GBM
TCGA-FD-A5BU-01	TCGA-FD-A5BU-01	0.335118	10.55	1.3905	-0.1962	-0.791	0.2054	0.0686	-0.5093	0.4849	-1.0629	-0.0976	0.0897	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-E9-A1R4-01	TCGA-E9-A1R4-01	0.335037	8.29	-1.0848	1.8064	-0.1089	0.8328	0.4622	1.4934	1.3742	0.3275	1.4638	1.2641	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-FT-A61P-01	TCGA-FT-A61P-01	0.335033	11.01	-0.1423	-0.0057	-0.6341	0.1123	0.5911	0.0758	0.887	-0.9163	0.134	0.8257	Wound Healing (Immune C1)	BLCA
TCGA-AR-A2LE-01	TCGA-AR-A2LE-01	0.335019	8.17	-2.5481	0.4704	-0.3984	0.1245	0.4818	-0.31	-0.2318	0.312	1.0205	-0.1333	Inflammatory (Immune C3)	BRCA
TCGA-WH-A86K-01	TCGA-WH-A86K-01	0.334982	6.57	0.3689	-0.4092	0.8728	-1.6583	-2.0635	-0.2525	-1.3643	1.0089	-0.2385	0.3567	Immunologically Quiet (Immune C5)	LGG
TCGA-A2-A1FV-01	TCGA-A2-A1FV-01	0.334932	8.64	-3.0863	-0.5102	0.354	0.214	-1.4553	0.1741	-1.414	1.5539	-0.11	-1.2129	Inflammatory (Immune C3)	BRCA
TCGA-ZG-A9L5-01	TCGA-ZG-A9L5-01	0.334923	7.89	-1.2999	0.1511	0.0624	-0.1364	-0.3469	-0.1181	-0.727	0.9944	-0.5568	0.1204	Inflammatory (Immune C3)	PRAD
TCGA-CV-7568-01	TCGA-CV-7568-01	0.334912	11.29	-0.0835	0.2178	1.5494	1.3181	0.1922	-0.6233	-0.1261	-0.2213	0.7486	0.7386	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-W5-AA2U-01	TCGA-W5-AA2U-01	0.334894	9.84	0.5652	-0.5055	0.3302	0.2475	0.4233	0.9993	0.3483	0.681	-0.3865	-0.6219	Inflammatory (Immune C3)	CHOL
TCGA-CN-6989-01	TCGA-CN-6989-01	0.334872	11.61	1.5533	1.035	1.7356	0.237	-0.0953	0.9222	0.9106	0.8642	0.4029	1.4774	Wound Healing (Immune C1)	HNSC
TCGA-DX-A48R-01	TCGA-DX-A48R-01	0.33486	11.94	-1.8	0.1973	-0.4173	0.5369	-1.9375	0.1716	-1.8085	-0.7349	0.7949	-0.9383	Lymphocyte Depleted (Immune C4)	SARC
TCGA-GM-A2DM-01	TCGA-GM-A2DM-01	0.334834	7.59	0.1346	0.4823	0.1714	-0.3044	-0.3279	-0.6947	-0.2971	0.1264	0.7894	0.8627	Inflammatory (Immune C3)	BRCA
TCGA-KO-8403-01	TCGA-KO-8403-01	0.334829	7.16	-0.0886	0.7677	-1.1691	-1.3502	-0.6558	-0.1982	0.3004	0.4259	-0.7341	0.533	Inflammatory (Immune C3)	KICH
TCGA-55-1592-01	TCGA-55-1592-01	0.334825	9.63	0.6839	0.7072	0.5366	0.6084	0.8493	0.7128	0.5314	0.5696	0.3277	0.5337	TGF-beta Dominant (Immune C6)	LUAD
TCGA-CV-A468-01	TCGA-CV-A468-01	0.334822	10.01	0.4257	0.8887	0.855	-0.026	1.0178	0.9293	1.4013	-0.4437	-0.0622	1.1965	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-EJ-8470-01	TCGA-EJ-8470-01	0.334818	7.11	-1.4956	0.812	-0.0427	0.2192	0.7013	-0.7062	0.8221	0.6622	-0.0378	-0.1424	Inflammatory (Immune C3)	PRAD
TCGA-A7-A6VV-01	TCGA-A7-A6VV-01	0.334767	10.81	0.1422	1.2151	0.6239	0.541	-0.1185	2.0043	0.4958	0.0299	0.8567	0.418	Wound Healing (Immune C1)	BRCA
TCGA-OR-A5LL-01	TCGA-OR-A5LL-01	0.33473	4.42	0.3547	0.7967	-1.4961	-1.5997	-1.845	-1.8397	-1.8708	-0.814	0.4792	0.4382	Immunologically Quiet (Immune C5)	ACC
TCGA-CG-5717-01	TCGA-CG-5717-01	0.334701	9.38	0.2254	1.064	0.4346	-0.1242	0.877	0.0637	0.7037	0.4085	0.1026	2.2218	IFN-gamma Dominant (Immune C2)	STAD
TCGA-E9-A2JT-01	TCGA-E9-A2JT-01	0.334632	8.87	-0.0825	2.9051	0.8251	0.7608	1.5251	-0.3021	2.1066	1.0301	1.3512	0.9393	TGF-beta Dominant (Immune C6)	BRCA
TCGA-VP-A87B-01	TCGA-VP-A87B-01	0.334547	7.87	1.1851	-0.8552	-0.2439	-0.5653	-1.2813	-0.3161	-0.7112	0.5696	-0.9672	-1.0038	Inflammatory (Immune C3)	PRAD
TCGA-BS-A0TC-01	TCGA-BS-A0TC-01	0.334533	8.76	0.1006	-0.6389	-1.1523	-0.5243	-0.2063	-0.3614	-0.3188	-1.0745	-0.4233	0.28	Inflammatory (Immune C3)	UCEC
TCGA-W5-AA36-01	TCGA-W5-AA36-01	0.334466	8.6	1.5259	-1.3169	-0.2268	-0.261	-0.7214	-0.2468	-0.4396	-0.1133	-1.4164	-1.13	Lymphocyte Depleted (Immune C4)	CHOL
TCGA-5P-A9KC-01	TCGA-5P-A9KC-01	0.334408	9.03	-0.015	-0.6875	-1.115	-0.6756	-0.2586	-0.6019	-0.4176	0.1669	0.015	0.2207	Lymphocyte Depleted (Immune C4)	KIRP
TCGA-E9-A1N4-01	TCGA-E9-A1N4-01	0.334376	9.05	-2.0754	1.6906	-0.2124	0.7824	0.723	-0.7773	0.5059	0.2677	0.6689	1.1965	TGF-beta Dominant (Immune C6)	BRCA
TCGA-05-4433-01	TCGA-05-4433-01	0.334355	9.67	0.2158	1.1155	0.6386	-0.5577	1.1247	-0.4132	1.0406	0.3178	1.5519	1.8594	Inflammatory (Immune C3)	LUAD
TCGA-FP-7916-01	TCGA-FP-7916-01	0.334303	10.06	0.5455	1.4624	1.1424	0.5383	1.8866	-0.5361	1.4299	0.3892	1.7048	1.262	IFN-gamma Dominant (Immune C2)	STAD
TCGA-EW-A1IY-01	TCGA-EW-A1IY-01	0.334257	9.53	-4.0343	1.3571	0.2819	0.9825	0.8812	-1.2885	0.7898	0.5426	1.2671	-0.0044	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-3B-A9HT-01	TCGA-3B-A9HT-01	0.334252	11.5	0.7402	1.6825	0.5121	0.8495	1.5452	-0.9309	1.9974	-0.814	1.1306	1.1944	IFN-gamma Dominant (Immune C2)	SARC
TCGA-HC-8261-01	TCGA-HC-8261-01	0.334099	7.99	0.8047	0.0063	-0.1278	-0.4053	-0.2471	-0.4586	-0.205	0.4852	-0.1922	-0.2023	Inflammatory (Immune C3)	PRAD
TCGA-TQ-A7RF-01	TCGA-TQ-A7RF-01	0.334095	4.46	0.9741	-0.1443	0.7943	-1.2698	-2.6118	-0.3404	-1.3709	1.1845	0.0369	0.9352	Immunologically Quiet (Immune C5)	LGG
TCGA-G3-A25T-01	TCGA-G3-A25T-01	0.334061	9.56	0.4663	-0.9214	-0.1675	-0.9467	-0.5571	0.7728	-0.3341	-0.394	-0.3018	-0.6456	Wound Healing (Immune C1)	LIHC
TCGA-DX-AB2Q-01	TCGA-DX-AB2Q-01	0.334016	12.24	-0.9367	-0.0543	0.4599	0.8563	0.7149	-0.6054	-0.5109	-0.8671	-0.109	-0.0274	Wound Healing (Immune C1)	SARC
TCGA-AP-A1DK-01	TCGA-AP-A1DK-01	0.333961	10.76	0.4009	0.1597	0.4013	1.1897	0.5845	0.432	0.1399	1.0041	0.4368	-0.1842	Wound Healing (Immune C1)	UCEC
TCGA-WN-A9G9-01	TCGA-WN-A9G9-01	0.333931	8.32	0.1468	0.8973	-1.1199	-0.4522	2.0376	-0.569	2.5964	-0.9351	0.7202	-0.4128	Inflammatory (Immune C3)	KIRP
TCGA-50-5936-01	TCGA-50-5936-01	0.333906	9.69	-0.363	-0.2896	0.6144	0.3168	0.3391	-0.1503	0.468	0.3463	0.3502	0.5211	Wound Healing (Immune C1)	LUAD
TCGA-TQ-A7RJ-01	TCGA-TQ-A7RJ-01	0.333893	7.95	0.5125	0.8206	1.1268	-1.347	-2.2124	0.0766	-1.4716	1.2052	0.0025	1.3924	Immunologically Quiet (Immune C5)	LGG
TCGA-ZF-AA4N-01	TCGA-ZF-AA4N-01	0.333883	11.65	-0.5699	-0.5422	-0.3394	0.7832	0.0785	0.1837	-0.0743	-1.0204	-0.5299	-0.0678	Wound Healing (Immune C1)	BLCA
TCGA-OL-A66P-01	TCGA-OL-A66P-01	0.333812	9.21	-0.0612	0.7748	-1.2866	-0.6891	1.7413	0.9011	1.8145	-0.5739	-0.0304	0.4166	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-GU-A764-01	TCGA-GU-A764-01	0.333794	11.45	0.7626	-0.364	-1.0063	0.7527	0.244	-0.8623	1.1494	-0.8324	-0.3431	-0.2776	Wound Healing (Immune C1)	BLCA
TCGA-66-2769-01	TCGA-66-2769-01	0.333714	12.02	-1.6422	1.2003	0.5482	0.9364	0.9386	1.4537	1.1661	-0.0193	0.2819	0.8292	Wound Healing (Immune C1)	LUSC
